STN---,WBAN,YEARMODA,TEMP,,DEWP,,SLP,,STP,,VISIB,,WDSP,,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
744860,94789,20080603,68.6,24,52.2,24,1014,24,1013.3,24,10,24,8.1,24,20,26,82.9,60.1,0.00G,999.9,0
744860,94789,20080604,64.4,24,56.7,24,1010.4,21,1009.5,24,5.2,24,9.2,24,17.1,25.1,80.1,57.9,0.00G,999.9,10000
744860,94789,20080605,65.8,24,57.1,24,1015.1,21,1013.7,24,8.7,24,7.7,24,12,999.9,73.9,57.9,0.16G,999.9,10000
744860,94789,20080606,63,24,55.9,24,1021.8,21,1021.2,24,7.9,24,7,24,9.9,999.9,72,57.9,0.03G,999.9,0
744860,94789,20080607,69.4,24,61.3,24,1017.6,22,1017.2,24,6.9,24,5.8,24,11.1,999.9,82.9,57.9,0.00G,999.9,0
744860,94789,20080608,82.2,24,67.7,24,1012.9,23,1012.1,24,8,24,9.3,24,21,28.9,93,61,0.00G,999.9,10010
744860,94789,20080609,81.9,24,66.6,24,1010.8,24,1010.1,24,9.2,24,8.8,24,17.1,999.9,95,69.1,0.38G,999.9,10010
744860,94789,20080610,81.6,24,67.1,24,1011.4,24,1010.6,24,8.7,24,7.2,24,15.9,21,95,69.1,0.00G,999.9,0
744860,94789,20080611,79.3,24,58.7,24,1015.3,24,1014.3,24,9.5,24,10.1,24,19,31.1,91.9,72,0.01G,999.9,10010
744860,94789,20080612,79.2,24,51.7,24,1021.6,24,1020.8,24,10,24,7.9,24,14,15.9,87.1,70,0.00G,999.9,0
744860,94789,20080613,72.4,24,52.3,24,1024.1,24,1023.3,24,10,24,5.6,24,11.1,999.9,86,63,0.00G,999.9,0
744860,94789,20080614,73.7,24,61.6,24,1016.6,24,1015.9,24,9.3,24,7.2,24,12,999.9,84,63,0.00G,999.9,10010
744860,94789,20080615,73,24,65.6,24,1010.3,18,1009.7,24,6.2,24,6.7,24,21,31.1,84,64.9,1.66G,999.9,10010
744860,94789,20080616,68.3,24,61.7,24,1009.6,20,1008.9,24,6.5,24,8.5,24,26,33,82.9,63,0.05G,999.9,10010
744860,94789,20080617,69.4,24,53.8,24,1007.3,24,1006.5,24,9.9,24,8.1,24,15,20,79,60.1,0.13G,999.9,0
744860,94789,20080618,67.6,24,47.7,24,1007.8,24,1007.1,24,10,24,10.1,24,20,26,79,59,0.00G,999.9,10010
744860,94789,20080619,65.1,24,52.8,24,1010.8,24,1010,24,9.6,24,7.5,24,15,999.9,75.9,59,0.07G,999.9,10010
744860,94789,20080620,69.3,24,54,24,1015.2,24,1014.4,24,10,24,9.8,24,18.1,22.9,77,59,0.00G,999.9,0
744860,94789,20080621,70.9,24,58.8,24,1017.1,23,1016.4,24,10,24,6.5,24,18.1,24.1,79,60.1,0.00G,999.9,10010
744860,94789,20080622,72,24,63.7,24,1015.4,23,1014.7,24,8.1,24,11.6,24,17.1,22.9,79,62.1,0.00G,999.9,0
744860,94789,20080623,71.4,24,66.3,24,1013.5,18,1013,24,4,24,6.5,24,12,999.9,77,66.9,0.00G,999.9,110010
744860,94789,20080624,74,24,57.1,24,1014.6,24,1013.8,24,9.4,24,9.8,24,18.1,22.9,82,68,0.11G,999.9,10000
744860,94789,20080625,74,24,52.8,24,1020.8,24,1020,24,10,24,11.1,24,18.1,999.9,84,64.9,0.00G,999.9,0
744860,94789,20080626,73.4,24,63.5,24,1014.4,24,1013.8,24,8.5,24,7.5,24,12,999.9,84,64.9,0.00G,999.9,10000
744860,94789,20080627,79.3,24,63,24,1010.5,24,1009.7,24,9,24,7.3,24,13,999.9,90,69.1,0.02G,999.9,0
744860,94789,20080628,76.1,24,66.5,24,1010.7,22,1010,24,6.9,24,9.1,24,19,28,90,69.1,0.00G,999.9,10010
744860,94789,20080629,76.4,24,67.3,24,1009.8,22,1008.9,24,7.9,24,7.5,24,14,999.9,86,70,0.12G,999.9,10010
744860,94789,20080630,75.3,24,65.1,24,1007.4,23,1006.6,24,8.8,24,10.7,24,26,28.9,86,69.1,0.22G,999.9,10010
744860,94789,20080701,75,24,63.6,24,1010.4,24,1009.6,24,9.3,24,7.6,24,17.1,999.9,84,68,0.20G,999.9,10000
744860,94789,20080702,75.2,24,58.9,24,1014.3,24,1013.5,24,10,24,8.5,24,17.1,19,87.1,66,0.00G,999.9,0
744860,94789,20080703,75.2,24,59.8,24,1015,24,1014.2,24,9.8,24,11.5,24,19,22,87.1,66,0.00G,999.9,0
744860,94789,20080704,75.3,24,62.4,24,1015.8,24,1015,24,9.7,24,4.1,24,8.9,999.9,84,68,0.00G,999.9,10000
744860,94789,20080705,71.9,24,65,24,1016.3,17,1015.5,24,6.7,24,4.7,24,7,999.9,82,68,0.16G,999.9,10000
744860,94789,20080706,73.1,24,65.9,24,1018.1,17,1017.3,24,5.7,24,5.1,24,8.9,999.9,78.1,68,0.11G,999.9,0
744860,94789,20080707,74.3,24,67.3,24,1017.8,15,1017.3,24,6.7,24,4.1,24,11.1,999.9,82,69.1,0.00G,999.9,0
744860,94789,20080708,76.5,24,67.4,24,1015.2,24,1014.5,24,8.1,24,9.4,24,20,25.1,84.9,69.1,0.00G,999.9,0
744860,94789,20080709,77,24,67.4,24,1010.6,24,1009.8,24,8.7,24,10.4,24,16.9,999.9,87.1,71.1,0.00G,999.9,0
744860,94789,20080710,79,24,57.7,24,1012.3,24,1011.2,24,9.6,24,10.8,24,18.1,24.1,89.1,71.1,0.06G,999.9,10000
744860,94789,20080711,77.2,24,51.9,24,1017.6,24,1016.8,24,10,24,7,24,14,999.9,89.1,66,0.00G,999.9,0
744860,94789,20080712,75.5,24,60.5,24,1019.4,24,1018.7,24,10,24,9.4,24,18.1,22.9,84.9,66,0.00G,999.9,0
744860,94789,20080713,75.6,24,65.3,24,1014.4,24,1013.6,24,10,24,11.3,24,15.9,21,84,69.1,0.00G,999.9,0
744860,94789,20080714,74.7,24,65.1,24,1009.8,22,1008.9,24,9.7,24,8.4,24,13,999.9,82,70,0.07G,999.9,10010
744860,94789,20080715,77.7,24,59.9,24,1016.2,24,1015.5,24,10,24,7.6,24,11.1,999.9,89.1,69.1,0.03G,999.9,0
744860,94789,20080716,78,24,60.8,24,1020.4,24,1019.6,24,9.7,24,5.5,24,9.9,999.9,89.1,66.9,0.00G,999.9,0
744860,94789,20080717,79,24,61.8,24,1019.7,24,1018.9,24,10,24,7.2,24,11.1,999.9,90,66.9,0.00G,999.9,0
744860,94789,20080718,81.5,24,64.8,24,1017.1,24,1016.4,24,9.5,24,8.4,24,15,999.9,91.9,70,0.00G,999.9,0
744860,94789,20080719,82.5,24,66,24,1015.4,24,1014.6,24,8.7,24,11.6,24,18.1,999.9,91.9,73,0.00G,999.9,0
744860,94789,20080720,79.6,24,68.6,24,1013.7,24,1012.9,24,10,24,11.8,24,25.1,31.1,91.9,73.9,0.00G,999.9,0
744860,94789,20080721,79.5,24,67,24,1010,24,1009.2,24,9.7,24,10.9,24,22.9,999.9,89.1,73,0.00G,999.9,0
744860,94789,20080722,77.7,24,66.2,24,1011.4,22,1010.8,24,8.9,24,7.4,24,15,999.9,81.0*,71.6*,0.00G,999.9,10000
744860,94789,20080723,75.8,24,69.9,24,1014.2,17,1013.4,24,5.7,24,8.5,24,15,19,82,73,1.20G,999.9,10010
744860,94789,20080724,73.6,24,66.8,24,1014.2,18,1013.1,24,7.4,24,10.9,24,22.9,31.1,80.1,69.1,1.08G,999.9,10010
744860,94789,20080725,76.2,24,56,24,1018.8,24,1018,24,10,24,7.7,24,17.1,999.9,87.1,64.9,0.07G,999.9,0
744860,94789,20080726,75.5,24,61.2,24,1016.6,24,1015.8,24,10,24,9.3,24,21,25.1,87.1,64.9,0.00G,999.9,0
744860,94789,20080727,73.3,24,62.1,24,1010.8,19,1009.9,24,9,24,10.2,24,24.1,34,84,69.1,0.10G,999.9,10010
744860,94789,20080728,72.4,24,63,24,1010.9,24,1010.1,24,8.1,24,6,24,15,999.9,81,63,0.53G,999.9,0
744860,94789,20080729,78.8,24,60.9,24,1011.9,24,1011.2,24,9,24,8.9,24,17.1,999.9,91,63,0.00G,999.9,0
744860,94789,20080730,79.1,24,62.8,24,1010.4,24,1009.6,24,9,24,7.3,24,12,999.9,91,71.1,0.00G,999.9,0
744860,94789,20080731,79.7,24,68.1,24,1003.4,17,1003.3,24,4.9,24,8.7,24,15.9,19,89.1,73,0.00G,999.9,110000
744860,94789,20080801,80.7,24,62.4,24,1004.8,24,1004,24,9.7,24,7.4,24,15,999.9,89.1,71.1,0.00G,999.9,0
744860,94789,20080802,76.4,24,65.3,24,1006.2,23,1005.5,24,9.4,24,5.4,24,14,18.1,88,69.1,0.00G,999.9,10010
744860,94789,20080803,75.1,24,58,24,1008.6,24,1007.8,24,10,24,9.4,24,15,19,84.9,66.9,0.14G,999.9,0
744860,94789,20080804,77.3,24,56.6,24,1012.6,24,1011.8,24,10,24,10.7,24,15,21,87.1,66.9,0.00G,999.9,0
744860,94789,20080805,77.3,24,58.8,24,1014.4,24,1013.6,24,10,24,7.6,24,13,999.9,87.1,69.1,0.00G,999.9,0
744860,94789,20080806,78.5,24,64.8,24,1010,24,1009.1,24,8.6,24,10.4,24,15.9,22,90,69.1,0.05G,999.9,10000
744860,94789,20080807,76.5,24,62.6,24,1007.7,23,1007.1,24,9.1,24,8.2,24,15.9,999.9,90,66.9,0.00I,999.9,100000
744860,94789,20080808,73.8,24,57.2,24,1005,23,1004.2,24,9.7,24,7.7,24,21,28.9,82,66,0.00G,999.9,10010
744860,94789,20080809,71.9,24,53.8,24,1009.4,24,1008.6,24,10,24,9.9,24,14,15,82,64.9,0.05G,999.9,0
744860,94789,20080810,71.9,24,60,24,1011.7,23,1010.9,24,9.9,24,6.8,24,12,999.9,81,64.9,0.00G,999.9,10010
744860,94789,20080811,69,24,58.2,24,1008.7,24,1008,24,9.9,24,6.4,24,18.1,24.1,81,62.1,0.10G,999.9,10010
744860,94789,20080812,70.3,24,53.5,24,1007.5,24,1006.7,24,10,24,9.6,24,21,26,82.9,62.1,0.26G,999.9,10010
744860,94789,20080813,72.9,24,56,24,1010.1,24,1009.2,24,10,24,6.7,24,12,999.9,82.9,62.1,0.07G,999.9,0
744860,94789,20080814,73.9,24,64.5,24,1008.5,21,1007.9,24,8.6,24,6.4,24,22,27,82.0*,64.4*,0.00G,999.9,10010
744860,94789,20080815,71.1,24,62.5,24,1013.9,22,1013.3,24,9,24,5.8,24,12,15,82,64.9,0.96G,999.9,10010
744860,94789,20080816,71.7,24,57.4,24,1014.7,21,1014.1,24,7.6,24,5.6,24,13,20,82.9,64,1.02G,999.9,10010
744860,94789,20080817,74.4,24,55.4,24,1014.5,24,1013.7,24,10,24,7.6,24,15,999.9,84,64,0.00G,999.9,0
744860,94789,20080818,76.1,24,61.2,24,1014.3,24,1013.5,24,10,24,10.1,24,18.1,999.9,84.9,66,0.00G,999.9,0
744860,94789,20080819,77.2,24,59.9,24,1012.9,24,1012.1,24,8.5,24,11,24,15.9,22,87.1,69.1,0.00G,999.9,0
744860,94789,20080820,67.9,24,45.4,24,1021.4,24,1020.6,24,10,24,9.1,24,17.1,20,87.1,59,0.00G,999.9,0
744860,94789,20080821,69.4,24,53.7,24,1024.4,24,1023.7,24,10,24,7.2,24,11.1,999.9,78.1,59,0.00G,999.9,0
744860,94789,20080822,71.1,24,56.7,24,1027.2,24,1026.5,24,10,24,6,24,8.9,999.9,79,61,0.00G,999.9,0
744860,94789,20080823,70.1,24,58.7,24,1026.4,23,1025.8,24,10,24,5.2,24,8.9,999.9,79,62.1,0.00G,999.9,0
744860,94789,20080824,72.6,24,62.9,24,1019.4,24,1018.8,24,10,24,8,24,15,999.9,79,62.1,0.00G,999.9,0
744860,94789,20080825,75.1,24,63.8,24,1012.2,24,1011.4,24,10,24,9.6,24,15,17.1,84.9,68,0.00G,999.9,0
744860,94789,20080826,70.7,24,46.4,24,1016.2,24,1015.5,24,10,24,10.3,24,14,20,84.9,60.1,0.00G,999.9,0
744860,94789,20080827,68.5,24,47.3,24,1019.2,24,1018.4,24,10,24,6.5,24,11.1,999.9,80.1,60.1,0.00G,999.9,0
744860,94789,20080828,70.4,24,48.9,24,1018.2,24,1017.4,24,10,24,4.7,24,9.9,999.9,82,60.1,0.00G,999.9,0
744860,94789,20080829,70.2,24,55.8,24,1016.9,24,1016.1,24,10,24,5.6,24,8.9,999.9,82,61,0.00G,999.9,10000
744860,94789,20080830,74.2,24,65,24,1015.9,20,1015.1,24,9.4,24,5.4,24,9.9,999.9,82.9,63,0.56G,999.9,10010
744860,94789,20080831,76,24,54.9,24,1019.1,24,1018.3,24,9.8,24,7.6,24,13,19,84.9,64.9,0.00A,999.9,0
744860,94789,20080901,75.2,24,50.8,24,1021.1,24,1020.3,24,10,24,7.6,24,13,17.1,84.9,64.9,0.00G,999.9,0
744860,94789,20080902,75.6,24,55,24,1017.8,24,1017,24,10,24,6.3,24,9.9,999.9,88,64.9,0.00G,999.9,0
744860,94789,20080903,73.1,24,60.5,24,1014.5,24,1013.7,24,10,24,7.4,24,14,999.9,88,66.9,0.00G,999.9,0
744860,94789,20080904,75.2,24,65.4,24,1014.8,24,1014,24,9.2,24,8.4,24,13,999.9,84,68,0.00G,999.9,0
744860,94789,20080905,76.2,24,68.9,24,1018,17,1017.3,24,6.9,24,10,24,18.1,21,84,70,0.00G,999.9,100000
744860,94789,20080906,76.4,24,71.5,24,1012.2,14,1012,24,5.2,24,9.9,24,22.9,32.1,82.9,70,0.85G,999.9,110000
744860,94789,20080907,75,24,59.7,24,1009.9,23,1008.3,24,9.4,24,12.9,24,22.9,33,81,69.1,2.04G,999.9,10000
744860,94789,20080908,73.5,24,53.8,24,1019.6,24,1018.8,24,10,24,8,24,13,999.9,81,66,0.00G,999.9,0
744860,94789,20080909,71.3,24,63.5,24,1017.3,23,1016.5,24,9.1,24,9.7,24,25.1,28.9,80.1,66,0.00G,999.9,10010
744860,94789,20080910,68.3,24,52.6,24,1021.7,24,1020.6,24,10,24,8.2,24,15,999.9,75,60.1,0.77G,999.9,0
744860,94789,20080911,65.9,24,52.6,24,1027.5,24,1026.7,24,10,24,6.1,24,11.1,999.9,73.9,60.1,0.00G,999.9,0
744860,94789,20080912,67.3,24,54.7,24,1023,24,1022.2,24,8.9,24,11.1,24,15.9,19,73,62.1,0.00G,999.9,10000
744860,94789,20080913,71.2,24,64.6,24,1013.7,20,1013.2,24,7.9,24,4.8,24,11.1,999.9,79,64.9,0.63G,999.9,10000
744860,94789,20080914,74.5,24,67.9,24,1010,22,1009.7,24,7.3,24,8.7,24,17.1,999.9,82.9,66.9,0.00G,999.9,10000
744860,94789,20080915,78.5,24,61.4,24,1006.4,24,1005.6,24,9.8,24,14.3,24,21,27,84.9,71.1,0.00G,999.9,0
744860,94789,20080916,67.7,24,52.1,24,1018.5,22,1017.9,24,10,24,6.9,24,15,19,84.9,61,0.00G,999.9,0
744860,94789,20080917,66,24,51.3,24,1020.9,24,1020.2,24,10,24,5.4,24,9.9,999.9,75,57.9,0.00G,999.9,0
744860,94789,20080918,67.6,24,50.5,24,1020.8,24,1020,24,10,24,8.9,24,18.1,21,75.9,57.9,0.00G,999.9,0
744860,94789,20080919,61.3,24,43.3,24,1029.7,24,1029,24,10,24,9.8,24,14,999.9,75.9,53.1,0.00G,999.9,0
744860,94789,20080920,59.1,24,46.1,24,1027.4,24,1026.6,24,10,24,5.8,24,8,999.9,69.1,52,0.00G,999.9,0
744860,94789,20080921,64.3,24,52.1,24,1023.4,24,1022.6,24,10,24,4,24,9.9,999.9,77,52,0.00G,999.9,0
744860,94789,20080922,66.9,24,55.8,24,1026.8,24,1026,24,9.8,24,8.3,24,13,15.9,77,55,0.00G,999.9,0
744860,94789,20080923,62.7,24,48.1,24,1031,24,1030.2,24,10,24,8.4,24,13,15.9,73.9,55,0.00G,999.9,0
744860,94789,20080924,61.3,24,48.1,24,1030.3,24,1029.6,24,10,24,6.6,24,12,999.9,72,53.1,0.00G,999.9,0
744860,94789,20080925,61,24,47,24,1029.7,24,1028.9,24,10,24,11,24,17.1,24.1,72,53.1,0.00G,999.9,10000
744860,94789,20080926,64,24,58.4,24,1022.7,20,1021.9,24,7.5,24,15.1,24,20,28,70,55,2.04G,999.9,10000
744860,94789,20080927,68.1,24,64.1,24,1018.7,14,1017.5,24,4.9,24,6.8,24,9.9,999.9,71.6*,66.0*,0.17G,999.9,10000
744860,94789,20080928,68,24,64.3,24,1013.3,12,1012.1,24,3.6,24,3.9,24,9.9,999.9,75.9,66,0.07G,999.9,10000
744860,94789,20080929,69.7,24,60.2,24,1012.9,22,1011.9,24,9.1,24,7.5,24,14,20,75.9*,64.4*,0.17G,999.9,10000
744860,94789,20080930,65.1,24,54.1,24,1013.2,24,1012.4,24,10,24,6,24,9.9,999.9,77,61,0.01G,999.9,0
744860,94789,20081001,66.3,24,58.4,24,1005.7,18,1004.8,24,8.9,24,7.6,24,12,25.1,73,59,0.44G,999.9,10010
744860,94789,20081002,60.1,24,45.5,24,1003.6,24,1002.9,24,10,24,12.1,24,21,26,73,54,0.27G,999.9,10000
744860,94789,20081003,58.9,24,41.2,24,1012.4,24,1011.6,24,10,24,13.8,24,21,26,66.9,53.1,0.01G,999.9,0
744860,94789,20081004,55.7,24,38.4,24,1021.9,24,1021.1,24,10,24,5.9,24,11.1,999.9,66.9,46,0.00G,999.9,0
744860,94789,20081005,58.8,24,49.6,24,1024.2,20,1023.5,24,9.7,24,6.2,24,12,999.9,66,46,0.07G,999.9,10000
744860,94789,20081006,57,24,43.4,24,1025.8,24,1025,24,9.9,24,6.3,24,14,999.9,66,53.1,0.09G,999.9,0
744860,94789,20081007,54,24,34.3,24,1027.9,24,1027.1,24,10,24,8.1,24,12,17.1,66,45,0.00G,999.9,0
744860,94789,20081008,55.3,24,41.9,24,1022,24,1021.2,24,10,24,4.4,24,15.9,999.9,64.9,44.1,0.00G,999.9,0
744860,94789,20081009,65.6,24,55.9,24,1015.2,20,1014.3,24,8.6,24,12.3,24,15.9,21,75.0*,60.1*,0.10G,999.9,10000
744860,94789,20081010,66.4,24,45.8,24,1020.3,24,1019.5,24,9.8,24,5.5,24,8.9,999.9,75.9,55.9,0.00I,999.9,0
744860,94789,20081011,61.2,24,45,24,1028.5,24,1027.7,24,10,24,5.6,24,11.1,999.9,75.9,53.1,0.00G,999.9,0
744860,94789,20081012,60.5,24,49.1,24,1032.4,24,1031.6,24,10,24,4.7,24,8,999.9,73,52,0.00G,999.9,0
744860,94789,20081013,64.6,24,51.9,24,1028,24,1027.2,24,9.8,24,7.2,24,12,999.9,78.1,52,0.00G,999.9,0
744860,94789,20081014,62.6,24,53.9,24,1024.1,24,1023.4,24,10,24,7.7,24,15.9,999.9,78.1,55.9,0.00G,999.9,0
744860,94789,20081015,64.5,24,52.2,24,1018.9,24,1018.2,24,10,24,6.5,24,13,999.9,73,55.9,0.00G,999.9,0
744860,94789,20081016,67.2,24,57.9,24,1014.7,22,1013.8,24,8.6,24,7.7,24,17.1,999.9,79,59,0.00G,999.9,0
744860,94789,20081017,57.1,24,38.4,24,1017.8,24,1017,24,10,24,10.9,24,17.1,22.9,79,51.1,0.00G,999.9,0
744860,94789,20081018,52.2,24,31.8,24,1020.9,24,1020.1,24,10,24,12.3,24,17.1,20,61,45,0.00G,999.9,0
744860,94789,20081019,49.4,24,28.6,24,1026,24,1025.2,24,10,24,12.3,24,20,27,59,44.1,0.00G,999.9,0
744860,94789,20081020,49.9,24,25.8,24,1023.9,24,1023.1,24,10,24,8.3,24,13,999.9,62.1,39,0.00G,999.9,0
744860,94789,20081021,53.9,24,36.8,24,1015.1,24,1014.3,24,10,24,11.6,24,20,28,64,39,0.00G,999.9,10000
744860,94789,20081022,48.1,24,29.1,24,1020.3,24,1019.5,24,10,24,17.8,24,22.9,29.9,64,44.1,0.00G,999.9,0
744860,94789,20081023,45.5,24,30.3,24,1035.4,24,1034.6,24,10,24,8.6,24,13,999.9,55,39,0.00G,999.9,0
744860,94789,20081024,46.2,24,34.3,24,1033.7,24,1032.9,24,9.9,24,3.2,24,8.9,999.9,55.9,35.1,0.00G,999.9,0
744860,94789,20081025,59.6,24,51.2,24,1021.6,19,1020.4,24,9.2,24,14.1,24,29.9,35.9,66.0*,52.0*,0.00G,999.9,10000
744860,94789,20081026,57.9,24,45.7,24,1011.1,22,1010,24,9.3,24,11.6,24,26,35,66,50,0.61G,999.9,10010
744860,94789,20081027,56,24,43.4,24,1012.4,24,1011.7,24,9.7,24,7.3,24,13,17.1,66,46.9,0.00G,999.9,0
744860,94789,20081028,47.5,24,39.4,24,1000.5,17,997.5,24,7.9,24,17,24,26,35,66,39.9,1.01G,999.9,11010
744860,94789,20081029,43.5,24,28.8,24,1006.3,24,1005,24,9.9,24,17.1,24,22.9,35,52,39,0.90G,999.9,10000
744860,94789,20081030,42.3,24,20.7,24,1023.4,24,1022.6,24,10,24,12.8,24,17.1,24.1,50,37,0.03G,999.9,0
744860,94789,20081031,48.7,24,28.1,24,1030.4,24,1029.6,24,10,24,9.3,24,15.9,999.9,62.1,37,0.00G,999.9,0
744860,94789,20081101,55.9,24,36.9,24,1023.6,24,1022.9,24,10,24,8.8,24,13,999.9,66.9,42.1,0.00G,999.9,0
744860,94789,20081102,47.1,24,28.5,24,1030.7,24,1030,24,10,24,8.7,24,15.9,999.9,66.9,39,0.00G,999.9,0
744860,94789,20081103,48.9,24,38.5,24,1033.5,24,1032.7,24,10,24,5.1,24,8,999.9,57.9,39,0.00G,999.9,10000
744860,94789,20081104,53.8,24,47,24,1029.2,24,1028.4,24,9.3,24,3.2,24,7,999.9,63,43,0.00G,999.9,0
744860,94789,20081105,58.6,24,50.6,24,1022.8,24,1022,24,10,24,8.4,24,15.9,999.9,64.9,46.9,0.00G,999.9,10000
744860,94789,20081106,60.9,24,55.2,24,1013.3,23,1012.5,24,8.9,24,17.5,24,21,27,64.9,55,0.21G,999.9,10000
744860,94789,20081107,60.8,24,55.2,24,1012.1,24,1011.4,24,9.5,24,7.4,24,15,999.9,64.9,59,0.01G,999.9,10000
744860,94789,20081108,57.7,24,54.7,24,1006.8,11,1006.5,24,3,24,8.1,24,14,18.1,60.1*,55.4*,0.01G,999.9,10000
744860,94789,20081109,54.1,24,38.5,24,1006.8,23,1005.5,24,8.8,24,10.9,24,15.9,999.9,59,48,0.59G,999.9,0
744860,94789,20081110,49.1,24,27.8,24,1014.5,24,1013.7,24,10,24,12.2,24,18.1,25.1,57.9,46,0.00G,999.9,0
744860,94789,20081111,44.8,24,24.1,24,1023.8,24,1023,24,10,24,10.3,24,13,17.1,53.1,39,0.00G,999.9,0
744860,94789,20081112,44.8,24,28.3,24,1028.5,24,1027.8,24,10,24,5.2,24,13,15.9,52,37.9,0.00G,999.9,0
744860,94789,20081113,49.3,24,42.9,24,1024.3,22,1023.3,24,9,24,7.3,24,22,28,55.9,37.9,0.00G,999.9,10000
744860,94789,20081114,57.9,24,54.6,24,1014.4,15,1013.5,24,3.7,24,4.6,24,11.1,999.9,61,44.1,0.34G,999.9,110000
744860,94789,20081115,59.5,24,56.5,24,1006.5,13,1005.6,24,2,24,13.3,24,24.1,32.1,64,57,0.27G,999.9,110000
744860,94789,20081116,52.5,24,38.8,24,1001.2,23,999.7,24,8.9,24,17.8,24,27,35.9,64,45,0.54G,999.9,10000
744860,94789,20081117,42.6,24,24.6,24,1015.3,24,1014.5,24,10,24,14.3,24,20,24.1,59,37.9,0.17G,999.9,0
744860,94789,20081118,38.3,24,19.6,24,1016.6,24,1015.8,24,10,24,12.2,24,20,24.1,46.9,34,0.00G,999.9,1000
744860,94789,20081119,32,24,8.8,24,1018.9,24,1018.2,24,10,24,14.5,24,20,28,42.1,27,0.00G,999.9,0
744860,94789,20081120,34.1,24,14.9,24,1012.8,24,1012.1,24,10,24,8.8,24,15,999.9,39.9,27,0.00G,999.9,0
744860,94789,20081121,33.9,24,15.1,24,1015.9,24,1015.2,24,10,24,8.9,24,17.1,25.1,39.9,27,0.00G,999.9,0
744860,94789,20081122,28.6,24,6.6,24,1025.4,24,1024.7,24,10,24,17,24,22,26,39,24.1,0.00G,999.9,0
744860,94789,20081123,30.5,24,10.3,24,1029.8,24,1029,24,10,24,12,24,17.1,22.9,37.9,24.1,0.00G,999.9,0
744860,94789,20081124,39.7,24,24.3,24,1026.9,24,1026.1,24,10,24,9.4,24,18.1,999.9,51.1,25,0.00G,999.9,0
744860,94789,20081125,46.5,24,39,24,1009.9,20,1009,24,8.2,24,12.1,24,20,25.1,52,30.2,0.43G,999.9,10000
744860,94789,20081126,41.2,24,27.8,24,1011.5,24,1010.8,24,10,24,12.7,24,17.1,21,48.9,36,0.25G,999.9,0
744860,94789,20081127,40.5,24,24.6,24,1016.2,24,1015.5,24,10,24,11.2,24,15.9,19,48,35.1,0.00G,999.9,0
744860,94789,20081128,42.9,24,27.4,24,1011.2,24,1010.5,24,9.9,24,9.8,24,17.1,22.9,51.1,32,0.00G,999.9,0
744860,94789,20081129,41.6,24,23.1,24,1013.3,24,1012.5,24,10,24,9.6,24,12,999.9,51.1,35.1,0.00G,999.9,0
744860,94789,20081130,38.3,24,28.4,24,1011.1,23,1010.6,24,7.9,24,8.6,24,15.9,26,48,33.1,0.00G,999.9,10000
744860,94789,20081201,49.8,24,42.7,24,1000.8,16,998.3,24,6.9,24,13.8,24,22,26,55,35.1,0.70G,999.9,110000
744860,94789,20081202,43.2,24,29.1,24,1014.7,24,1014,24,10,24,14.3,24,22,999.9,55,39,0.08G,999.9,0
744860,94789,20081203,38,24,21.3,24,1023.8,24,1023.1,24,10,24,9.8,24,13,999.9,46,33.1,0.00G,999.9,0
744860,94789,20081204,43.9,24,30,24,1020.6,24,1019.9,24,10,24,11.8,24,17.1,999.9,50,33.1,0.00G,999.9,10000
744860,94789,20081205,39.4,24,23.8,24,1022,24,1021.1,24,10,24,9.3,24,13,999.9,50,33.1,0.03G,999.9,10000
744860,94789,20081206,32.1,24,15.1,24,1021.3,24,1020.5,24,10,24,4.4,24,11.1,999.9,43,24.1,0.02G,999.9,0
744860,94789,20081207,35,24,22.6,24,1008.2,20,1007.9,24,7.8,24,12.4,24,29.9,35.9,37.9,24.3,0.16G,999.9,11000
744860,94789,20081208,24.4,24,1.4,24,1024.8,24,1024.1,24,10,24,14.6,24,28,35.9,37.9,19,0.01G,999.9,0
744860,94789,20081209,39.6,24,24,24,1029.6,24,1028.9,24,10,24,10,24,19,22,51.1,19,0.00G,999.9,0
744860,94789,20081210,53.9,24,49,24,1017.7,19,1016,24,7.6,24,17.8,24,22.9,32.1,57.2*,50.0*,0.07G,999.9,10000
744860,94789,20081211,42.7,24,37.5,24,1015,18,1014.5,24,7.3,24,11.3,24,14,999.9,55.0*,39.2*,0.32G,999.9,10000
744860,94789,20081212,43.8,24,36.3,24,1004.7,17,1000.9,24,7.2,24,13.6,24,25.1,33,57,37,3.09G,999.9,10000
744860,94789,20081213,32.6,24,13,24,1022.2,24,1021.4,24,10,24,14.7,24,22,26,37.9*,28.0*,1.17G,999.9,0
744860,94789,20081214,35.1,24,21.7,24,1033.1,24,1032.4,24,10,24,9.1,24,19,999.9,46.9,25,0.00G,999.9,0
744860,94789,20081215,50.6,24,43.1,24,1028.1,24,1027.3,24,10,24,13.1,24,21,28.9,57.0*,45.0*,0.00G,999.9,0
744860,94789,20081216,44.4,24,35.1,24,1028.2,19,1027.6,24,8.7,24,11.9,24,19,22.9,57.9,30.9,0.05G,999.9,11000
744860,94789,20081217,36.3,24,31.7,24,1022.4,18,1021.9,24,5.7,24,8.4,24,13,999.9,42.8*,30.2*,0.50G,1.2,11000
